0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,36
45,35
46,35
47,35
48,34
49,33
50,32
51,31
52,30
53,29
54,28
55,27
56,26
57,25
58,24
59,23
60,22
61,21
62,20
63,20
64,19
65,18
66,17
67,16
68,15
69,14
70,13
71,12
72,12
73,11
74,10
75,9
76,8
77,7
78,6
79,5
80,4
81,3
82,2
83,1
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,32
160,31
161,30
162,29
163,28
164,27
165,26
166,25
167,24
168,23
169,22
170,21
171,20
172,19
173,18
174,17
175,16
176,15
177,14
178,13
179,12
180,11
181,11
182,11
183,11
184,11
185,11
186,11
187,11
188,11
189,11
190,11
191,11
192,11
193,11
194,11
195,11
196,11
197,11
198,11
199,11
200,11
201,10
202,9
203,8
204,7
205,6
206,5
207,4
208,3
209,2
210,1
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,35
303,34
304,33
305,32
306,31
307,30
308,29
309,28
310,27
311,26
312,25
313,24
314,23
315,22
316,21
317,20
318,19
319,18
320,17
321,16
322,15
323,14
324,13
325,12
326,11
327,10
328,9
329,8
330,7
331,6
332,5
333,4
334,3
335,2
336,1
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,40
393,40
394,40
395,40
396,40
397,40
398,40
399,40
400,40
401,39
402,38
403,37
404,36
405,35
406,34
407,33
408,32
409,63
410,61
411,59
412,57
413,55
414,53
415,51
416,49
417,47
418,45
419,43
420,41
421,39
422,37
423,35
424,33
425,31
426,29
427,27
428,25
429,23
430,21
431,19
432,17
433,15
434,13
435,11
436,9
437,7
438,5
439,3
440,1
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,37
517,36
518,35
519,34
520,33
521,32
522,31
523,30
524,29
525,28
526,27
527,26
528,25
529,24
530,54
531,52
532,50
533,48
